Jahr;WP;Coder;V1a;V1b1;V1b2;V1b3;V1c;V1d;V1e;V1g;V1h;V2;V3;V4;V12;V12b;V12c;Notes;V13;V5;V5a;V6a;V6b;V7;V8a;V8b;V8c;V8d;V9a;V9b;V9c;V9z;V10a;V10b;V10b1;V10b2;V10c;V11a;V11b;V11c;V14;Note.V14;V15;V16;V16a;V17;V17a;Anm.;V19;V20;V21;Anmerkung
2004;15;4;Deutsche Gesellschaft für Versicherte und Patienten e.V.;NA;NA;NA;2;NA;DGVP;www.dgvp.de;2012 in Bürger Initiative Gesundheit 2012 umbenannt;1;83;1640;2;1;21;NA;1;20040923;Finanzierung von Zahnersatz;8;5;1;2;NA;4;1;4;NA;NA;"Zahnersatz Rückgängigmachung der mit dem GKV-Modernisierungsgesetz ab 2005 vorgesehenen gesonderten Finanzierung von Zahnersatz, Beibehaltung im Leistungskatalog der GKV, stattdessen Anhebung des zusätzlichen Beitragssatzes für Mitglieder der Krankenkassen auf 0,9 v.H. ab Juli 2005; Änderung versch. Artikel GKV-Modernisierungsgesetz (4. und 5. Buch Sozialgesetzbuch), Änderung 5. Buch Sozialgesetzbuch sowie von § 5 2. Gesetz über die Krankenversicherung der Landwirte";1;15/3681;15/3834;Entwurf eines Gesetzes zur Anpassung der Finanzierung von Zahnersatz;2;NA;NA;NA;2;NA;15019512;4;4;2;3;NA;NA;NA;;NA
2004;15;3;Bund der Steuerzahler Deutschland e.V.;Walter;NA;NA;1;NA;BdSt;www.steuerzahler.de;NA;1;84;588;2;1;22;NA;1;20040428;56. Sitzung am 28. April 2004 - Gesetzentwurf zur Verbesserung des Schutzes junger Menschen vor Gefahren des Alkohol- und Tabakkonsums;7;6;1;2;NA;4;3;1;4;NA;"Jugendschutz Einführung einer Sondersteuer für alkoholhaltige Süßgetränke (Alkopops), Kennzeichnung von Alkopops mit einem gut sichtbaren Hinweis auf das bestehende Abgabeverbot an Jugendliche; Verbot der kostenlosen Abgabe sowie des Stückverkaufs von Zigaretten, Einführung einer Mindestgröße von 17 Stück pro Packung; Gesetz über die Erhebung einer Sondersteuer auf alkoholhaltige Süßgetränke (Alkopops) zum Schutz junger Menschen (Alkopopsteuergesetz - AlkopopStG) als Art. 1 der Vorlage, Änderung §§ 9 und 28 Jugendschutzgesetz sowie §§ 23 und 30 Tabaksteuergesetz";1;15/2587;15/3084;Entwurf eines Gesetzes zur Verbesserung des Schutzes junger Menschen vor Gefahren des Alkohol- und Tabakkonsums;2;NA;NA;NA;2;NA;15019375;5;3;3;2;NA;NA;NA;;NA
2004;15;3;Deutscher Hotel- und Gaststättenverband e.V.;NA;NA;NA;2;NA;DEHOGA;http://www.dehoga-bundesverband.de/;NA;1;22;1750;2;1;22;NA;0;20040428;56. Sitzung am 28. April 2004 - Gesetzentwurf zur Verbesserung des Schutzes junger Menschen vor Gefahren des Alkohol- und Tabakkonsums;7;6;1;2;NA;4;3;1;4;NA;"Jugendschutz Einführung einer Sondersteuer für alkoholhaltige Süßgetränke (Alkopops), Kennzeichnung von Alkopops mit einem gut sichtbaren Hinweis auf das bestehende Abgabeverbot an Jugendliche; Verbot der kostenlosen Abgabe sowie des Stückverkaufs von Zigaretten, Einführung einer Mindestgröße von 17 Stück pro Packung; Gesetz über die Erhebung einer Sondersteuer auf alkoholhaltige Süßgetränke (Alkopops) zum Schutz junger Menschen (Alkopopsteuergesetz - AlkopopStG) als Art. 1 der Vorlage, Änderung §§ 9 und 28 Jugendschutzgesetz sowie §§ 23 und 30 Tabaksteuergesetz";1;15/2587;15/3084;Entwurf eines Gesetzes zur Verbesserung des Schutzes junger Menschen vor Gefahren des Alkohol- und Tabakkonsums;2;NA;NA;NA;2;NA;15019375;5;3;3;2;NA;NA;NA;;NA
2004;15;3;Bundesverband der Deutschen Spirituosen-Industrie und Importeure;Wiesgen-Pick;NA;NA;1;NA;BSI;http://www.bsi-bonn.de/;NA;1;22;1775;2;1;22;NA;1;20040428;56. Sitzung am 28. April 2004 - Gesetzentwurf zur Verbesserung des Schutzes junger Menschen vor Gefahren des Alkohol- und Tabakkonsums;7;6;1;2;NA;4;3;1;4;NA;"Jugendschutz Einführung einer Sondersteuer für alkoholhaltige Süßgetränke (Alkopops), Kennzeichnung von Alkopops mit einem gut sichtbaren Hinweis auf das bestehende Abgabeverbot an Jugendliche; Verbot der kostenlosen Abgabe sowie des Stückverkaufs von Zigaretten, Einführung einer Mindestgröße von 17 Stück pro Packung; Gesetz über die Erhebung einer Sondersteuer auf alkoholhaltige Süßgetränke (Alkopops) zum Schutz junger Menschen (Alkopopsteuergesetz - AlkopopStG) als Art. 1 der Vorlage, Änderung §§ 9 und 28 Jugendschutzgesetz sowie §§ 23 und 30 Tabaksteuergesetz";1;15/2587;15/3084;Entwurf eines Gesetzes zur Verbesserung des Schutzes junger Menschen vor Gefahren des Alkohol- und Tabakkonsums;2;NA;NA;NA;2;NA;15019375;5;3;3;2;NA;NA;NA;;NA
2004;15;3;Bundesverband der Deutschen Klein- und Obstbrenner;Erdrich;NA;NA;1;NA;NA;http://www.obstbrenner.de/;NA;1;22;1791;2;1;22;NA;1;20040428;56. Sitzung am 28. April 2004 - Gesetzentwurf zur Verbesserung des Schutzes junger Menschen vor Gefahren des Alkohol- und Tabakkonsums;7;6;1;2;NA;4;3;1;4;NA;"Jugendschutz Einführung einer Sondersteuer für alkoholhaltige Süßgetränke (Alkopops), Kennzeichnung von Alkopops mit einem gut sichtbaren Hinweis auf das bestehende Abgabeverbot an Jugendliche; Verbot der kostenlosen Abgabe sowie des Stückverkaufs von Zigaretten, Einführung einer Mindestgröße von 17 Stück pro Packung; Gesetz über die Erhebung einer Sondersteuer auf alkoholhaltige Süßgetränke (Alkopops) zum Schutz junger Menschen (Alkopopsteuergesetz - AlkopopStG) als Art. 1 der Vorlage, Änderung §§ 9 und 28 Jugendschutzgesetz sowie §§ 23 und 30 Tabaksteuergesetz";1;15/2587;15/3084;Entwurf eines Gesetzes zur Verbesserung des Schutzes junger Menschen vor Gefahren des Alkohol- und Tabakkonsums;2;NA;NA;NA;2;NA;15019375;5;3;3;2;NA;NA;NA;;NA
2004;15;3;Verband Unabhängiger Finanzdienstleistungs- Unternehmen in Europa e.V.;Thiel, Prof. Rolf W.;NA;NA;1;NA;VOTUM;www.votum-verband.de;NA;1;22;778;2;1;22;NA;1;20040616;64. Sitzung am 16. Juni 2004 - Gesetzentwurf zur Verbesserung des Anlegerschutzes (Anlegerschutzverbesserungsgesetz - AnSVG);7;4;1;2;NA;1;1;15;NA;NA;"Anlegerschutzverbesserungsgesetz Umsetzung der EU-Marktmissbrauchsrichtlinie, Erweiterung der Prospektpflicht auf nicht in Wertpapieren verbriefte Anlageformen des sog. ""grauen Kapitalmarkts"", Stärkung der Haftungsansprüche der Anleger, Neuregelung der Zusammensetzung des Börsenrates, insbesondere im Interesse von Spezialbörsen; Änderungen im Wertpapierhandelsgesetz, Verkaufsprospektgesetz, Börsengesetz und der WpÜG-Angebotsverordnung";1;15/3174;15/3493;"Entwurf eines Gesetzes zur Verbesserung des Anlegerschutzes
(Anlegerschutzverbesserungsgesetz – AnSVG)";1;NA;NA;NA;2;NA;15019426;6;4;41;2;NA;NA;NA;;NA
2004;15;4;Greenpeace e.V.;Feddern, Jörg;NA;NA;1;NA;NA;NA;NA;1;81;526;2;1;22;NA;1;20041129;Entwurf eines Zweiten Gesetzes zur Neuregelung des Energiewirtschaftsrechts;21;5;1;2;NA;1;3;10;15;NA;"Energiewirtschaft Ermöglichung eines wirksamen Wettbewerbs durch Regulierung der Energieversorgungsnetze, Entflechtung der Netzbetreiber zur Sicherstellung diskriminierungsfreien Netzzugangs, Vollzug durch die RegTP, neuer Ordnungsrahmen und Umbenennung in Bundesregulierungsbehörde für Elektrizität, Gas, Telekommunikation und Post, Prüfungs- und Sanktionsbefugnisse, Stärkung der Kundenrechte, Vorlage eines Evaluierungsberichtes bis zum 1. Juli 2007; Gesetz über die Elektrizitäts- und Gasversorgung (Energiewirtschaftsgesetz - EnWG) als Art. 1, Gesetz über die Bundesregulierungsbehörde für Elektrizität, Gas, Telekommunikation und Post (REGTPG) als Art. 2 der Vorlage, Änderung zahlreicher Gesetze und Rechtsverordnungen";2;15/3917;15/5268;Entwurf eines Zweiten Gesetzes zur Neuregelung des Energiewirtschaftsrechts;1;NA;NA;NA;4;NA;15019489;5;4;76.5;25;NA;NA;NA;;NA
2004;15;4;WINGAS GmbH;NA;NA;NA;2;NA;NA;www.wingas.com;NA;7;NA;1420;2;1;22;NA;0;20041129;Entwurf eines Zweiten Gesetzes zur Neuregelung des Energiewirtschaftsrechts;21;5;1;2;NA;1;3;10;15;NA;"Energiewirtschaft Ermöglichung eines wirksamen Wettbewerbs durch Regulierung der Energieversorgungsnetze, Entflechtung der Netzbetreiber zur Sicherstellung diskriminierungsfreien Netzzugangs, Vollzug durch die RegTP, neuer Ordnungsrahmen und Umbenennung in Bundesregulierungsbehörde für Elektrizität, Gas, Telekommunikation und Post, Prüfungs- und Sanktionsbefugnisse, Stärkung der Kundenrechte, Vorlage eines Evaluierungsberichtes bis zum 1. Juli 2007; Gesetz über die Elektrizitäts- und Gasversorgung (Energiewirtschaftsgesetz - EnWG) als Art. 1, Gesetz über die Bundesregulierungsbehörde für Elektrizität, Gas, Telekommunikation und Post (REGTPG) als Art. 2 der Vorlage, Änderung zahlreicher Gesetze und Rechtsverordnungen";2;15/3917;15/5268;Entwurf eines Zweiten Gesetzes zur Neuregelung des Energiewirtschaftsrechts;1;NA;NA;NA;4;NA;15019489;5;4;76.5;25;NA;NA;NA;;NA
2004;15;4;Deutscher Gewerkschaftsbund;Stapf- Finé, Dr. Heinz;Engelen-Kefer, Dr. Ursula;Nürnberger, Ingo;1;NA;DGB;www.dgb.de;NA;1;11;26;2;1;23;NA;1;20040211;RV-Nachhaltigkeitsgesetz;8;9;1;2;NA;4;1;13;6;NA;"Langfristige Sicherung der Leistungen und der Finanzierung der gesetzlichen Rentenversicherung unter dem Gesichtspunkt der Generationengerechtigkeit, Umkehr der Frühverrentungspraxis und Förderung der Beschäftigung älterer Arbeitnehmer, Steigerung der Frauenerwerbsquote, Modifizierung der Rentenanpassungsformel unter Berücksichtigung des Verhältnisses von Rentenbeziehern und Versicherungspflichtigen, Orientierung der Rentendynamik am Bruttolohn, Anhebung der Altersgrenze für den frühestmöglichen Beginn der vorzeitigen Altersrente bzw. für Altersteilzeit, Berichtspflicht der Bundesregierung über die Rahmenbedingungen einer Anhebung der Regelaltersgrenze, Konzentration der Anrechnungszeiten für berufliche Ausbildung auf Fachschulen und berufsvorbereitende Maßnahmen bei zeitlicher Begrenzung, Beschränkung der Höherbewertung der ersten 36 Monate mit Pflichtbeiträgen auf Zeiten tatsächlicher beruflicher Ausbildung, Umwandlung der Schwankungsreserve in eine Nachhaltigkeitsreserve mit dem Zielwert von anderthalb Monatsausgaben, Änderungen aufgrund der jüngeren Rechtsprechung des Bundessozialgerichts, Klarstellungen und Streichung überflüssiger Vorschriften; Änderung und Ergänzung versch. §§ 11. Buch Sozialgesetzbuch, Änderungen in weiteren zehn Gesetzen, Aufhebung von sechs Gesetzen und Verordnungen";1;15/2149;15/2678;Entwurf eines Gesetzes zur Sicherung der nachhaltigen Finanzierungsgrundlagen der gesetzlichen Rentenversicherung (RVNachhaltigkeitsgesetz);2;NA;NA;NA;2;NA;15019316;13;7;24;8;NA;NA;NA;;NA
2004;15;4;Bomsdorf, Prof. Dr. Eckhard;NA;NA;NA;1;NA;NA;NA;NA;3;NA;81;2;1;23;NA;1;20040211;RV-Nachhaltigkeitsgesetz;8;9;1;2;NA;4;1;13;6;NA;"Langfristige Sicherung der Leistungen und der Finanzierung der gesetzlichen Rentenversicherung unter dem Gesichtspunkt der Generationengerechtigkeit, Umkehr der Frühverrentungspraxis und Förderung der Beschäftigung älterer Arbeitnehmer, Steigerung der Frauenerwerbsquote, Modifizierung der Rentenanpassungsformel unter Berücksichtigung des Verhältnisses von Rentenbeziehern und Versicherungspflichtigen, Orientierung der Rentendynamik am Bruttolohn, Anhebung der Altersgrenze für den frühestmöglichen Beginn der vorzeitigen Altersrente bzw. für Altersteilzeit, Berichtspflicht der Bundesregierung über die Rahmenbedingungen einer Anhebung der Regelaltersgrenze, Konzentration der Anrechnungszeiten für berufliche Ausbildung auf Fachschulen und berufsvorbereitende Maßnahmen bei zeitlicher Begrenzung, Beschränkung der Höherbewertung der ersten 36 Monate mit Pflichtbeiträgen auf Zeiten tatsächlicher beruflicher Ausbildung, Umwandlung der Schwankungsreserve in eine Nachhaltigkeitsreserve mit dem Zielwert von anderthalb Monatsausgaben, Änderungen aufgrund der jüngeren Rechtsprechung des Bundessozialgerichts, Klarstellungen und Streichung überflüssiger Vorschriften; Änderung und Ergänzung versch. §§ 11. Buch Sozialgesetzbuch, Änderungen in weiteren zehn Gesetzen, Aufhebung von sechs Gesetzen und Verordnungen";1;15/2149;15/2678;Entwurf eines Gesetzes zur Sicherung der nachhaltigen Finanzierungsgrundlagen der gesetzlichen Rentenversicherung (RVNachhaltigkeitsgesetz);2;NA;NA;NA;2;NA;15019316;13;7;24;8;NA;NA;NA;;NA
2004;15;4;Deutscher Frauenrat - Lobby der Frauen;Riedel, Christel;NA;NA;1;NA;DF;http://www.frauenrat.de/;NA;1;57;857;2;1;23;NA;1;20040211;RV-Nachhaltigkeitsgesetz;8;9;1;2;NA;4;1;13;6;NA;"Langfristige Sicherung der Leistungen und der Finanzierung der gesetzlichen Rentenversicherung unter dem Gesichtspunkt der Generationengerechtigkeit, Umkehr der Frühverrentungspraxis und Förderung der Beschäftigung älterer Arbeitnehmer, Steigerung der Frauenerwerbsquote, Modifizierung der Rentenanpassungsformel unter Berücksichtigung des Verhältnisses von Rentenbeziehern und Versicherungspflichtigen, Orientierung der Rentendynamik am Bruttolohn, Anhebung der Altersgrenze für den frühestmöglichen Beginn der vorzeitigen Altersrente bzw. für Altersteilzeit, Berichtspflicht der Bundesregierung über die Rahmenbedingungen einer Anhebung der Regelaltersgrenze, Konzentration der Anrechnungszeiten für berufliche Ausbildung auf Fachschulen und berufsvorbereitende Maßnahmen bei zeitlicher Begrenzung, Beschränkung der Höherbewertung der ersten 36 Monate mit Pflichtbeiträgen auf Zeiten tatsächlicher beruflicher Ausbildung, Umwandlung der Schwankungsreserve in eine Nachhaltigkeitsreserve mit dem Zielwert von anderthalb Monatsausgaben, Änderungen aufgrund der jüngeren Rechtsprechung des Bundessozialgerichts, Klarstellungen und Streichung überflüssiger Vorschriften; Änderung und Ergänzung versch. §§ 11. Buch Sozialgesetzbuch, Änderungen in weiteren zehn Gesetzen, Aufhebung von sechs Gesetzen und Verordnungen";1;15/2149;15/2678;Entwurf eines Gesetzes zur Sicherung der nachhaltigen Finanzierungsgrundlagen der gesetzlichen Rentenversicherung (RVNachhaltigkeitsgesetz);2;NA;NA;NA;2;NA;15019316;13;7;24;8;NA;NA;NA;;NA
2004;15;4;Schmähl, Prof. Dr. Winfried;NA;NA;NA;1;NA;NA;NA;NA;3;NA;1536;2;1;23;NA;1;20040211;RV-Nachhaltigkeitsgesetz;8;9;1;2;NA;4;1;13;6;NA;"Langfristige Sicherung der Leistungen und der Finanzierung der gesetzlichen Rentenversicherung unter dem Gesichtspunkt der Generationengerechtigkeit, Umkehr der Frühverrentungspraxis und Förderung der Beschäftigung älterer Arbeitnehmer, Steigerung der Frauenerwerbsquote, Modifizierung der Rentenanpassungsformel unter Berücksichtigung des Verhältnisses von Rentenbeziehern und Versicherungspflichtigen, Orientierung der Rentendynamik am Bruttolohn, Anhebung der Altersgrenze für den frühestmöglichen Beginn der vorzeitigen Altersrente bzw. für Altersteilzeit, Berichtspflicht der Bundesregierung über die Rahmenbedingungen einer Anhebung der Regelaltersgrenze, Konzentration der Anrechnungszeiten für berufliche Ausbildung auf Fachschulen und berufsvorbereitende Maßnahmen bei zeitlicher Begrenzung, Beschränkung der Höherbewertung der ersten 36 Monate mit Pflichtbeiträgen auf Zeiten tatsächlicher beruflicher Ausbildung, Umwandlung der Schwankungsreserve in eine Nachhaltigkeitsreserve mit dem Zielwert von anderthalb Monatsausgaben, Änderungen aufgrund der jüngeren Rechtsprechung des Bundessozialgerichts, Klarstellungen und Streichung überflüssiger Vorschriften; Änderung und Ergänzung versch. §§ 11. Buch Sozialgesetzbuch, Änderungen in weiteren zehn Gesetzen, Aufhebung von sechs Gesetzen und Verordnungen";1;15/2149;15/2678;Entwurf eines Gesetzes zur Sicherung der nachhaltigen Finanzierungsgrundlagen der gesetzlichen Rentenversicherung (RVNachhaltigkeitsgesetz);2;NA;NA;NA;2;NA;15019316;13;7;24;8;NA;NA;NA;;NA
2004;15;4;Verband Deutscher Rentenversicherungsträger;Ruland, Prof. Dr. Franz;> Deutsche Rentenvers. müsste bereits codiert sein <;NA;1;NA;vdrv;NA;2005 mit Deutsche Rentenversicherung Bund fusioniert;1;32;1537;2;1;23;NA;1;20040211;RV-Nachhaltigkeitsgesetz;8;9;1;2;NA;4;1;13;6;NA;"Langfristige Sicherung der Leistungen und der Finanzierung der gesetzlichen Rentenversicherung unter dem Gesichtspunkt der Generationengerechtigkeit, Umkehr der Frühverrentungspraxis und Förderung der Beschäftigung älterer Arbeitnehmer, Steigerung der Frauenerwerbsquote, Modifizierung der Rentenanpassungsformel unter Berücksichtigung des Verhältnisses von Rentenbeziehern und Versicherungspflichtigen, Orientierung der Rentendynamik am Bruttolohn, Anhebung der Altersgrenze für den frühestmöglichen Beginn der vorzeitigen Altersrente bzw. für Altersteilzeit, Berichtspflicht der Bundesregierung über die Rahmenbedingungen einer Anhebung der Regelaltersgrenze, Konzentration der Anrechnungszeiten für berufliche Ausbildung auf Fachschulen und berufsvorbereitende Maßnahmen bei zeitlicher Begrenzung, Beschränkung der Höherbewertung der ersten 36 Monate mit Pflichtbeiträgen auf Zeiten tatsächlicher beruflicher Ausbildung, Umwandlung der Schwankungsreserve in eine Nachhaltigkeitsreserve mit dem Zielwert von anderthalb Monatsausgaben, Änderungen aufgrund der jüngeren Rechtsprechung des Bundessozialgerichts, Klarstellungen und Streichung überflüssiger Vorschriften; Änderung und Ergänzung versch. §§ 11. Buch Sozialgesetzbuch, Änderungen in weiteren zehn Gesetzen, Aufhebung von sechs Gesetzen und Verordnungen";1;15/2149;15/2678;Entwurf eines Gesetzes zur Sicherung der nachhaltigen Finanzierungsgrundlagen der gesetzlichen Rentenversicherung (RVNachhaltigkeitsgesetz);2;NA;NA;NA;2;NA;15019316;13;7;24;8;NA;NA;NA;;NA
2004;15;4;Bundesverband Erneuerbare Energie e.V.;Lackmann, Johannes;Schwarz, Dr. Eike;NA;1;NA;BEE;http://www.bee-ev.de/;NA;1;22;72;2;1;25;NA;1;20041129;Entwurf eines Zweiten Gesetzes zur Neuregelung des Energiewirtschaftsrechts;21;5;1;2;NA;1;3;10;15;NA;"Energiewirtschaft Ermöglichung eines wirksamen Wettbewerbs durch Regulierung der Energieversorgungsnetze, Entflechtung der Netzbetreiber zur Sicherstellung diskriminierungsfreien Netzzugangs, Vollzug durch die RegTP, neuer Ordnungsrahmen und Umbenennung in Bundesregulierungsbehörde für Elektrizität, Gas, Telekommunikation und Post, Prüfungs- und Sanktionsbefugnisse, Stärkung der Kundenrechte, Vorlage eines Evaluierungsberichtes bis zum 1. Juli 2007; Gesetz über die Elektrizitäts- und Gasversorgung (Energiewirtschaftsgesetz - EnWG) als Art. 1, Gesetz über die Bundesregulierungsbehörde für Elektrizität, Gas, Telekommunikation und Post (REGTPG) als Art. 2 der Vorlage, Änderung zahlreicher Gesetze und Rechtsverordnungen";2;15/3917;15/5268;Entwurf eines Zweiten Gesetzes zur Neuregelung des Energiewirtschaftsrechts;1;NA;NA;NA;4;NA;15019489;5;4;76.5;25;NA;NA;NA;;NA
2004;15;4;Simitis, Prof. Dr. Dres. h.c. Spiro;NA;NA;NA;2;NA;NA;NA;NA;3;NA;1307;2;1;26;NA;1;20040209;Entwurf eines Telekommunikationsgesetzes (TKG);21;6;1;2;NA;1;3;17;12;NA;"Umsetzung europäischen Rechts im Telekommunikationsbereich mit dem Ziel einer technologieneutralen Regulierung aller Kommunikationsmittel und der Vermeidung unnötiger Regulierungen, Übergang ins Wettbewerbsrecht, Herstellung größerer Verwaltungseffizienz und Verkürzung von Gerichtsverfahren, Datenschutzregelungen, Neuregelung der Befugnisse der Regulierungsbehörde für Telekommunikation und Post; Außerkrafttreten des Telekommunikationsgesetzes von 1996 sowie von sechs zugehörigen Verordnungen";2;15/2316;15/2674;Entwurf eines Telekommunikationsgesetzes (TKG);1;NA;NA;NA;4;NA;15019291;NA;NA;NA;NA;NA;NA;NA;;NA
2004;15;4;Deutscher Gehörlosen-Bund e.V.;Meyenn von, Alexander;Palleit, Leander;NA;1;NA;NA;www.gehoerlosen-bund.de;NA;1;51;1337;2;1;26;NA;1;20040209;Entwurf eines Telekommunikationsgesetzes (TKG);21;6;1;2;NA;1;3;17;12;NA;"Umsetzung europäischen Rechts im Telekommunikationsbereich mit dem Ziel einer technologieneutralen Regulierung aller Kommunikationsmittel und der Vermeidung unnötiger Regulierungen, Übergang ins Wettbewerbsrecht, Herstellung größerer Verwaltungseffizienz und Verkürzung von Gerichtsverfahren, Datenschutzregelungen, Neuregelung der Befugnisse der Regulierungsbehörde für Telekommunikation und Post; Außerkrafttreten des Telekommunikationsgesetzes von 1996 sowie von sechs zugehörigen Verordnungen";2;15/2316;15/2674;Entwurf eines Telekommunikationsgesetzes (TKG);1;NA;NA;NA;4;NA;15019291;NA;NA;NA;NA;NA;NA;NA;;NA
2004;15;4;Verband der privaten Krankenversicherung e.V.;NA;NA;NA;2;NA;PKV;http://www.pkv.de/;NA;1;22;213;2;8;28;NA;1;20040929;2. FPGÄndG;8;4;1;2;NA;4;2;4;7;NA;"Fallpauschalenänderungsgesetz Weiterentwicklung des DRG-Fallpauschalensystems: schrittweise Heranführung der Krankenhausbudgets an die landesweiten Fallpreise ab 2005, Abschluss der Konvergenzphase 1. Januar 2008, Verbesserung der Kalkulationsgrundlagen, Finanzierungsregelung für die Ausbildungsstätten und die Mehrkosten der Ausbildungsvergütungen, Überführung der Vergütungsfestsetzung für freiberufliche Hebammen in das Vertragssystem der gesetzlichen Krankenversicherung ab 2007; Änderung §§ 2, 17, 17a und 17b Krankenhausfinanzierungsgesetz, versch. §§ Krankenhausentgeltgesetz, §§ 6 und 10 sowie Anfügung § 26 Bundespflegesatzverordnung, §§ 3 und 4 Krankenhausstatistik-Verordnung, Aufhebung § 134 und Einfügung § 134a sowie Änderung § 301a 5. Buch Sozialgesetzbuch";2;15/3672;15/3974;Entwurf eines Zweiten Gesetzes zur Änderung der Vorschriften zum diagnose-orientierten Fallpauschalensystem für Krankenhäuser und zur Änderung anderer Vorschriften (Zweites Fallpauschalenänderungsgesetz - 2. FPÄndG);2;NA;NA;NA;4;NA;15019509;7;NA;12;NA;Beschlussempfehlung von Ausschuss beinhaltet unveränderte Annahme von 15/3672;NA;NA;;NA
2004;15;4;Gemeinsame Vertretung der Innungskrankenkassen e.V. / IKK-Bundesverband;NA;NA;NA;2;NA;NA;NA;hat sich 2009 aufgelöst;1;22;829;2;8;28;NA;1;20040929;2. FPGÄndG;8;4;1;2;NA;4;2;4;7;NA;"Fallpauschalenänderungsgesetz Weiterentwicklung des DRG-Fallpauschalensystems: schrittweise Heranführung der Krankenhausbudgets an die landesweiten Fallpreise ab 2005, Abschluss der Konvergenzphase 1. Januar 2008, Verbesserung der Kalkulationsgrundlagen, Finanzierungsregelung für die Ausbildungsstätten und die Mehrkosten der Ausbildungsvergütungen, Überführung der Vergütungsfestsetzung für freiberufliche Hebammen in das Vertragssystem der gesetzlichen Krankenversicherung ab 2007; Änderung §§ 2, 17, 17a und 17b Krankenhausfinanzierungsgesetz, versch. §§ Krankenhausentgeltgesetz, §§ 6 und 10 sowie Anfügung § 26 Bundespflegesatzverordnung, §§ 3 und 4 Krankenhausstatistik-Verordnung, Aufhebung § 134 und Einfügung § 134a sowie Änderung § 301a 5. Buch Sozialgesetzbuch";2;15/3672;15/3974;Entwurf eines Zweiten Gesetzes zur Änderung der Vorschriften zum diagnose-orientierten Fallpauschalensystem für Krankenhäuser und zur Änderung anderer Vorschriften (Zweites Fallpauschalenänderungsgesetz - 2. FPÄndG);2;NA;NA;NA;4;NA;15019509;7;NA;12;NA;Beschlussempfehlung von Ausschuss beinhaltet unveränderte Annahme von 15/3672;NA;NA;;NA
2004;15;4;Neubauer, Prof. Dr. Günter;NA;NA;NA;1;NA;NA;NA;NA;3;NA;844;2;1;28;NA;1;20040929;2. FPGÄndG;8;4;1;2;NA;4;2;4;7;NA;"Fallpauschalenänderungsgesetz Weiterentwicklung des DRG-Fallpauschalensystems: schrittweise Heranführung der Krankenhausbudgets an die landesweiten Fallpreise ab 2005, Abschluss der Konvergenzphase 1. Januar 2008, Verbesserung der Kalkulationsgrundlagen, Finanzierungsregelung für die Ausbildungsstätten und die Mehrkosten der Ausbildungsvergütungen, Überführung der Vergütungsfestsetzung für freiberufliche Hebammen in das Vertragssystem der gesetzlichen Krankenversicherung ab 2007; Änderung §§ 2, 17, 17a und 17b Krankenhausfinanzierungsgesetz, versch. §§ Krankenhausentgeltgesetz, §§ 6 und 10 sowie Anfügung § 26 Bundespflegesatzverordnung, §§ 3 und 4 Krankenhausstatistik-Verordnung, Aufhebung § 134 und Einfügung § 134a sowie Änderung § 301a 5. Buch Sozialgesetzbuch";2;15/3672;15/3974;Entwurf eines Zweiten Gesetzes zur Änderung der Vorschriften zum diagnose-orientierten Fallpauschalensystem für Krankenhäuser und zur Änderung anderer Vorschriften (Zweites Fallpauschalenänderungsgesetz - 2. FPÄndG);2;NA;NA;NA;4;NA;15019509;7;NA;12;NA;Beschlussempfehlung von Ausschuss beinhaltet unveränderte Annahme von 15/3672;NA;NA;;NA
2004;15;4;Bundesverband der Betriebskrankenkassen;NA;NA;NA;2;NA;BKK;www.bkk-dachverband.de;NA;1;22;1428;2;8;28;NA;1;20040929;2. FPGÄndG;8;4;1;2;NA;4;2;4;7;NA;"Fallpauschalenänderungsgesetz Weiterentwicklung des DRG-Fallpauschalensystems: schrittweise Heranführung der Krankenhausbudgets an die landesweiten Fallpreise ab 2005, Abschluss der Konvergenzphase 1. Januar 2008, Verbesserung der Kalkulationsgrundlagen, Finanzierungsregelung für die Ausbildungsstätten und die Mehrkosten der Ausbildungsvergütungen, Überführung der Vergütungsfestsetzung für freiberufliche Hebammen in das Vertragssystem der gesetzlichen Krankenversicherung ab 2007; Änderung §§ 2, 17, 17a und 17b Krankenhausfinanzierungsgesetz, versch. §§ Krankenhausentgeltgesetz, §§ 6 und 10 sowie Anfügung § 26 Bundespflegesatzverordnung, §§ 3 und 4 Krankenhausstatistik-Verordnung, Aufhebung § 134 und Einfügung § 134a sowie Änderung § 301a 5. Buch Sozialgesetzbuch";2;15/3672;15/3974;Entwurf eines Zweiten Gesetzes zur Änderung der Vorschriften zum diagnose-orientierten Fallpauschalensystem für Krankenhäuser und zur Änderung anderer Vorschriften (Zweites Fallpauschalenänderungsgesetz - 2. FPÄndG);2;NA;NA;NA;4;NA;15019509;7;NA;12;NA;Beschlussempfehlung von Ausschuss beinhaltet unveränderte Annahme von 15/3672;NA;NA;;NA
